train_loss,epoch,step,val_loss
3.429636001586914,0,49,
2.449082612991333,0,99,
2.4935061931610107,0,149,
2.3001492023468018,0,199,
2.2367794513702393,0,249,
2.659327507019043,0,299,
2.081674098968506,0,349,
,0,380,2.272858142852783
1.9753650426864624,1,399,
1.9693279266357422,1,449,
1.9685145616531372,1,499,
2.2190823554992676,1,549,
1.9115427732467651,1,599,
2.1589152812957764,1,649,
1.9014902114868164,1,699,
1.8433600664138794,1,749,
,1,761,2.1589715480804443
1.7360893487930298,2,799,
1.6354106664657593,2,849,
1.6241627931594849,2,899,
1.8305798768997192,2,949,
1.8292827606201172,2,999,
1.7070286273956299,2,1049,
1.7246322631835938,2,1099,
,2,1142,2.1444528102874756
1.2990617752075195,3,1149,
1.368288278579712,3,1199,
1.5286567211151123,3,1249,
1.5301766395568848,3,1299,
1.294177532196045,3,1349,
1.3912550210952759,3,1399,
1.327197790145874,3,1449,
1.5848698616027832,3,1499,
,3,1523,2.1526548862457275
1.0731134414672852,4,1549,
1.2628942728042603,4,1599,
1.1338908672332764,4,1649,
1.0905060768127441,4,1699,
1.1565254926681519,4,1749,
1.4301364421844482,4,1799,
1.1116631031036377,4,1849,
1.2294106483459473,4,1899,
,4,1904,2.2469213008880615
0.9457650184631348,5,1949,
1.138203501701355,5,1999,
0.9021559357643127,5,2049,
0.9462217688560486,5,2099,
0.9486375451087952,5,2149,
1.0365638732910156,5,2199,
1.0890837907791138,5,2249,
,5,2285,2.321638822555542
0.7060192227363586,6,2299,
0.8261348605155945,6,2349,
0.8085365295410156,6,2399,
0.9505216479301453,6,2449,
0.8267983198165894,6,2499,
0.8017403483390808,6,2549,
0.7838224172592163,6,2599,
0.8815026879310608,6,2649,
,6,2666,2.4076950550079346
0.755204439163208,7,2699,
0.6436915397644043,7,2749,
0.7489694356918335,7,2799,
0.7147592306137085,7,2849,
0.6473836302757263,7,2899,
0.812559962272644,7,2949,
0.681816816329956,7,2999,
,7,3047,2.490838050842285
0.5701349973678589,8,3049,
0.5973971486091614,8,3099,
0.6778435707092285,8,3149,
0.505721926689148,8,3199,
0.6818270683288574,8,3249,
0.5518849492073059,8,3299,
0.6110529899597168,8,3349,
0.6708365678787231,8,3399,
,8,3428,2.546827554702759
0.4128660261631012,9,3449,
0.4300733804702759,9,3499,
0.6167640686035156,9,3549,
0.5360158681869507,9,3599,
0.5726650953292847,9,3649,
0.5380827188491821,9,3699,
0.6369397640228271,9,3749,
0.4380685091018677,9,3799,
,9,3809,2.6238811016082764
0.37364932894706726,10,3849,
0.48152434825897217,10,3899,
0.35009559988975525,10,3949,
0.45579424500465393,10,3999,
0.5151579976081848,10,4049,
0.5145936012268066,10,4099,
0.4196954071521759,10,4149,
,10,4190,2.657759428024292
0.3488906919956207,11,4199,
0.3238197863101959,11,4249,
0.38151389360427856,11,4299,
0.35391053557395935,11,4349,
0.39435508847236633,11,4399,
0.37685590982437134,11,4449,
0.3549484610557556,11,4499,
0.34588199853897095,11,4549,
,11,4571,2.716763496398926
0.2998778820037842,12,4599,
0.3088065981864929,12,4649,
0.3252730071544647,12,4699,
0.3371061384677887,12,4749,
0.3130698800086975,12,4799,
0.28962695598602295,12,4849,
0.31241339445114136,12,4899,
0.32072097063064575,12,4949,
,12,4952,2.7471704483032227
0.3328529894351959,13,4999,
0.2854937016963959,13,5049,
0.2994624078273773,13,5099,
0.2640002369880676,13,5149,
0.30055204033851624,13,5199,
0.29165035486221313,13,5249,
0.34059083461761475,13,5299,
,13,5333,2.784776449203491
0.2690111994743347,14,5349,
0.22721679508686066,14,5399,
0.24146270751953125,14,5449,
0.21891899406909943,14,5499,
0.24954673647880554,14,5549,
0.28976184129714966,14,5599,
0.2503203749656677,14,5649,
0.2517758011817932,14,5699,
,14,5714,2.8269240856170654
0.22624936699867249,15,5749,
0.18821503221988678,15,5799,
0.19928273558616638,15,5849,
0.2041560411453247,15,5899,
0.22551579773426056,15,5949,
0.18861417472362518,15,5999,
0.21828389167785645,15,6049,
,15,6095,2.861983060836792
0.16987361013889313,16,6099,
0.1929817944765091,16,6149,
0.1876121461391449,16,6199,
0.19212576746940613,16,6249,
0.17722463607788086,16,6299,
0.18281976878643036,16,6349,
0.19249196350574493,16,6399,
0.21137505769729614,16,6449,
,16,6476,2.880963087081909
0.16426770389080048,17,6499,
0.15750479698181152,17,6549,
0.14435018599033356,17,6599,
0.19370850920677185,17,6649,
0.18261586129665375,17,6699,
0.1731625646352768,17,6749,
0.18511846661567688,17,6799,
0.16223059594631195,17,6849,
,17,6857,2.9250128269195557
0.14483682811260223,18,6899,
0.13937728106975555,18,6949,
0.14550691843032837,18,6999,
0.14156393706798553,18,7049,
0.12485243380069733,18,7099,
0.11879608035087585,18,7149,
0.1447669267654419,18,7199,
,18,7238,2.929746389389038
0.13015155494213104,19,7249,
0.12176283448934555,19,7299,
0.1317664533853531,19,7349,
0.10276127606630325,19,7399,
0.11435537785291672,19,7449,
