train_loss,epoch,step,val_loss
0.9880208969116211,29,11199,
0.8273429274559021,29,11249,
0.9046185612678528,29,11299,
0.9610028266906738,29,11349,
0.8267371654510498,29,11399,
,29,11429,2.3781893253326416
1.0236328840255737,30,11449,
1.053950309753418,30,11499,
0.8676060438156128,30,11549,
0.8240790963172913,30,11599,
0.8301175236701965,30,11649,
0.8715585470199585,30,11699,
0.92915278673172,30,11749,
1.0569387674331665,30,11799,
,30,11810,2.3957204818725586
0.7201816439628601,31,11849,
0.9296212196350098,31,11899,
0.8013226985931396,31,11949,
0.7813083529472351,31,11999,
0.8776968717575073,31,12049,
0.870648980140686,31,12099,
0.8239561915397644,31,12149,
,31,12191,2.431628704071045
0.745097815990448,32,12199,
0.6939271688461304,32,12249,
0.8937298655509949,32,12299,
0.7583125233650208,32,12349,
0.8951973915100098,32,12399,
0.7454349398612976,32,12449,
0.8346439599990845,32,12499,
0.7427005767822266,32,12549,
,32,12572,2.4434335231781006
0.663474977016449,33,12599,
0.745360255241394,33,12649,
0.688852071762085,33,12699,
0.728420615196228,33,12749,
0.8223001956939697,33,12799,
0.6952568888664246,33,12849,
0.6528187990188599,33,12899,
0.7498319745063782,33,12949,
,33,12953,2.485266923904419
0.7270102500915527,34,12999,
0.644614577293396,34,13049,
0.8258244395256042,34,13099,
0.7381014823913574,34,13149,
0.8287606239318848,34,13199,
0.6608431339263916,34,13249,
0.6839951276779175,34,13299,
,34,13334,2.520656108856201
0.7212064266204834,35,13349,
0.663818359375,35,13399,
0.6175697445869446,35,13449,
0.6272441148757935,35,13499,
0.7717376351356506,35,13549,
0.6392568349838257,35,13599,
0.7616664171218872,35,13649,
0.6617342829704285,35,13699,
,35,13715,2.542689561843872
0.5584377646446228,36,13749,
0.5410996675491333,36,13799,
0.6835693717002869,36,13849,
0.6321719288825989,36,13899,
0.6191002726554871,36,13949,
0.6381328701972961,36,13999,
0.5418082475662231,36,14049,
,36,14096,2.5774829387664795
0.5007883310317993,37,14099,
0.6639216542243958,37,14149,
0.5763601660728455,37,14199,
0.5385814309120178,37,14249,
0.48888295888900757,37,14299,
0.5718855857849121,37,14349,
0.488935261964798,37,14399,
0.5297191143035889,37,14449,
,37,14477,2.6022369861602783
0.5033946633338928,38,14499,
0.5394922494888306,38,14549,
0.4089907705783844,38,14599,
0.3787953853607178,38,14649,
0.5698594450950623,38,14699,
0.5461481809616089,38,14749,
0.49016910791397095,38,14799,
0.4329918622970581,38,14849,
,38,14858,2.6374220848083496
0.5261582136154175,39,14899,
0.45465296506881714,39,14949,
0.49157586693763733,39,14999,
0.5713443160057068,39,15049,
0.4891746938228607,39,15099,
0.3932158946990967,39,15149,
0.5468254089355469,39,15199,
,39,15239,2.6772003173828125
0.4387403726577759,40,15249,
0.42493435740470886,40,15299,
0.4378238320350647,40,15349,
0.41013893485069275,40,15399,
0.5646133422851562,40,15449,
0.35739386081695557,40,15499,
0.5021647214889526,40,15549,
0.42977190017700195,40,15599,
,40,15620,2.690875768661499
0.3711368143558502,41,15649,
0.4159640967845917,41,15699,
0.33426302671432495,41,15749,
0.4624912738800049,41,15799,
0.4215300679206848,41,15849,
0.38980117440223694,41,15899,
0.3426811099052429,41,15949,
0.4077131152153015,41,15999,
,41,16001,2.7307934761047363
0.3142021894454956,42,16049,
0.3994220495223999,42,16099,
0.4509441554546356,42,16149,
0.3057731091976166,42,16199,
0.47064271569252014,42,16249,
0.393248587846756,42,16299,
0.39922770857810974,42,16349,
,42,16382,2.762561559677124
0.3683873414993286,43,16399,
0.33426743745803833,43,16449,
0.2872792184352875,43,16499,
0.33734387159347534,43,16549,
0.3040345013141632,43,16599,
0.34058713912963867,43,16649,
0.24235807359218597,43,16699,
0.33273762464523315,43,16749,
,43,16763,2.8035130500793457
0.2869134843349457,44,16799,
0.2851972281932831,44,16849,
0.33042001724243164,44,16899,
0.2649379372596741,44,16949,
0.25184497237205505,44,16999,
0.26997411251068115,44,17049,
0.3299304246902466,44,17099,
,44,17144,2.833608865737915
0.2864038050174713,45,17149,
0.2822572886943817,45,17199,
0.310151606798172,45,17249,
0.24771787226200104,45,17299,
0.27009931206703186,45,17349,
0.28572818636894226,45,17399,
0.3174562156200409,45,17449,
0.24828863143920898,45,17499,
,45,17525,2.8499867916107178
0.24500641226768494,46,17549,
0.25529953837394714,46,17599,
0.22211132943630219,46,17649,
0.27319177985191345,46,17699,
0.2152959555387497,46,17749,
0.2480911761522293,46,17799,
0.2738197147846222,46,17849,
0.2462591677904129,46,17899,
,46,17906,2.8823673725128174
0.19627898931503296,47,17949,
0.20565561950206757,47,17999,
0.22185033559799194,47,18049,
0.2273925542831421,47,18099,
0.22907091677188873,47,18149,
0.17979726195335388,47,18199,
0.2505054175853729,47,18249,
,47,18287,2.9354095458984375
0.16919894516468048,48,18299,
0.19493773579597473,48,18349,
0.19112209975719452,48,18399,
0.22699536383152008,48,18449,
0.2050807625055313,48,18499,
0.23988032341003418,48,18549,
0.17825286090373993,48,18599,
0.2050560712814331,48,18649,
,48,18668,2.9479849338531494
0.17482388019561768,49,18699,
0.18564198911190033,49,18749,
0.14128242433071136,49,18799,
0.20884467661380768,49,18849,
0.1791926771402359,49,18899,
0.19150814414024353,49,18949,
0.19676914811134338,49,18999,
0.1915755718946457,49,19049,
,49,19049,2.979431629180908
0.15144045650959015,50,19099,
0.17686499655246735,50,19149,
0.14485441148281097,50,19199,
0.18568986654281616,50,19249,
0.18143871426582336,50,19299,
0.19762563705444336,50,19349,
0.16717466711997986,50,19399,
,50,19430,3.0159456729888916
0.11511107534170151,51,19449,
0.12360356003046036,51,19499,
0.15668992698192596,51,19549,
0.1486184000968933,51,19599,
0.13517926633358002,51,19649,
0.16558456420898438,51,19699,
0.13458974659442902,51,19749,
0.1664094626903534,51,19799,
,51,19811,3.0367462635040283
0.11899623274803162,52,19849,
0.1263672560453415,52,19899,
0.13165201246738434,52,19949,
0.14886848628520966,52,19999,
0.13040517270565033,52,20049,
0.17244476079940796,52,20099,
0.12133314460515976,52,20149,
,52,20192,3.05879807472229
0.1079983189702034,53,20199,
0.11074471473693848,53,20249,
0.11328006535768509,53,20299,
0.11120805144309998,53,20349,
0.1123698279261589,53,20399,
0.12565384805202484,53,20449,
0.1365409642457962,53,20499,
0.136307030916214,53,20549,
,53,20573,3.092061758041382
0.12186352163553238,54,20599,
0.09443701803684235,54,20649,
0.08957529813051224,54,20699,
0.11341018229722977,54,20749,
0.11554600298404694,54,20799,
0.10459379851818085,54,20849,
0.10359502583742142,54,20899,
0.11171139031648636,54,20949,
,54,20954,3.130380392074585
0.09912403672933578,55,20999,
0.12414664030075073,55,21049,
0.12273076921701431,55,21099,
0.1254652589559555,55,21149,
0.12097509950399399,55,21199,
0.10672283172607422,55,21249,
0.10590588301420212,55,21299,
,55,21335,3.140202522277832
0.09916918724775314,56,21349,
0.09628383815288544,56,21399,
0.08371995389461517,56,21449,
0.09460768103599548,56,21499,
0.09683463722467422,56,21549,
0.09564831107854843,56,21599,
0.09294304251670837,56,21649,
0.09250844269990921,56,21699,
,56,21716,3.183753490447998
0.06831356137990952,57,21749,
0.08524767309427261,57,21799,
0.06919927150011063,57,21849,
0.08523070067167282,57,21899,
0.06670849025249481,57,21949,
0.10273808240890503,57,21999,
0.08552952110767365,57,22049,
,57,22097,3.192841053009033
0.0685981810092926,58,22099,
0.10385476052761078,58,22149,
0.07976353168487549,58,22199,
0.07415314018726349,58,22249,
0.07568798959255219,58,22299,
0.06586135923862457,58,22349,
0.08866700530052185,58,22399,
0.1041937917470932,58,22449,
,58,22478,3.2084720134735107
0.07178602367639542,59,22499,
0.061991143971681595,59,22549,
0.07205446809530258,59,22599,
0.06145704537630081,59,22649,
0.06588293612003326,59,22699,
0.07203290611505508,59,22749,
0.07298438996076584,59,22799,
0.06667805463075638,59,22849,
,59,22859,3.265275478363037
0.05887669697403908,60,22899,
0.0685010477900505,60,22949,
0.06509317457675934,60,22999,
0.05641783028841019,60,23049,
0.05440135672688484,60,23099,
0.07941208779811859,60,23149,
0.07646890729665756,60,23199,
,60,23240,3.2846529483795166
0.055974215269088745,61,23249,
0.055863115936517715,61,23299,
0.06117387115955353,61,23349,
0.0652177706360817,61,23399,
0.07272718101739883,61,23449,
0.056838829070329666,61,23499,
0.06256510317325592,61,23549,
0.06878766417503357,61,23599,
,61,23621,3.279209852218628
0.05759509280323982,62,23649,
0.05737220495939255,62,23699,
0.05959933623671532,62,23749,
0.05832657590508461,62,23799,
0.06316544860601425,62,23849,
0.06438027322292328,62,23899,
0.06218370422720909,62,23949,
0.06582284718751907,62,23999,
,62,24002,3.317563772201538
0.04813647270202637,63,24049,
0.053192224353551865,63,24099,
0.05981544777750969,63,24149,
0.07535409927368164,63,24199,
0.06580723077058792,63,24249,
0.05205836519598961,63,24299,
0.07037123292684555,63,24349,
,63,24383,3.348076343536377
0.03872095048427582,64,24399,
0.05179852619767189,64,24449,
0.04974103718996048,64,24499,
0.05053609609603882,64,24549,
0.051452361047267914,64,24599,
0.05062597990036011,64,24649,
0.05213749781250954,64,24699,
0.046944715082645416,64,24749,
,64,24764,3.3857078552246094
0.049768805503845215,65,24799,
0.046408798545598984,65,24849,
0.05613581836223602,65,24899,
0.04527918994426727,65,24949,
0.05972085893154144,65,24999,
0.03638666868209839,65,25049,
0.06121812015771866,65,25099,
,65,25145,3.380995035171509
0.05099437013268471,66,25149,
0.03760901093482971,66,25199,
0.03977494314312935,66,25249,
0.03297039121389389,66,25299,
0.05354747548699379,66,25349,
0.053295910358428955,66,25399,
0.058622315526008606,66,25449,
0.04615480825304985,66,25499,
,66,25526,3.393488645553589
0.03869311511516571,67,25549,
0.03862634301185608,67,25599,
0.04112105444073677,67,25649,
0.028134707361459732,67,25699,
0.0500444732606411,67,25749,
0.05290345102548599,67,25799,
0.05156431347131729,67,25849,
0.043191250413656235,67,25899,
,67,25907,3.3966307640075684
0.027453215792775154,68,25949,
0.03714437037706375,68,25999,
0.039913542568683624,68,26049,
0.029650233685970306,68,26099,
0.03908660262823105,68,26149,
0.04523564130067825,68,26199,
0.04318227246403694,68,26249,
,68,26288,3.4345364570617676
0.04387884587049484,69,26299,
0.041266463696956635,69,26349,
0.038153160363435745,69,26399,
0.04082510992884636,69,26449,
0.04205327853560448,69,26499,
0.036223411560058594,69,26549,
0.05379341542720795,69,26599,
0.032163869589567184,69,26649,
,69,26669,3.470195770263672
0.03354533389210701,70,26699,
0.04319865256547928,70,26749,
0.04618710279464722,70,26799,
0.03375861048698425,70,26849,
0.030454466119408607,70,26899,
0.030492253601551056,70,26949,
0.03207813948392868,70,26999,
0.04747902229428291,70,27049,
,70,27050,3.4720540046691895
0.031230153515934944,71,27099,
0.0355357900261879,71,27149,
0.030559659004211426,71,27199,
0.03419378772377968,71,27249,
0.03601228818297386,71,27299,
0.03929818421602249,71,27349,
0.04029813036322594,71,27399,
,71,27431,3.506887674331665
0.04719538986682892,72,27449,
0.02371109090745449,72,27499,
0.039397481828927994,72,27549,
0.03545587137341499,72,27599,
0.03732461482286453,72,27649,
0.04610858112573624,72,27699,
0.044738635420799255,72,27749,
0.029268354177474976,72,27799,
,72,27812,3.505617618560791
0.019692344591021538,73,27849,
0.04934351518750191,73,27899,
0.030234746634960175,73,27949,
0.03755607455968857,73,27999,
0.025614796206355095,73,28049,
0.030529547482728958,73,28099,
0.02718341164290905,73,28149,
,73,28193,3.512097120285034
0.023455660790205002,74,28199,
0.02658526785671711,74,28249,
0.030977865681052208,74,28299,
0.03790796175599098,74,28349,
0.026030216366052628,74,28399,
0.041335172951221466,74,28449,
0.026200197637081146,74,28499,
0.029466040432453156,74,28549,
,74,28574,3.5241458415985107
0.03414366394281387,75,28599,
0.025426115840673447,75,28649,
0.027925869449973106,75,28699,
0.03482843190431595,75,28749,
0.033401310443878174,75,28799,
0.03442194312810898,75,28849,
0.03053986094892025,75,28899,
0.027874520048499107,75,28949,
,75,28955,3.5775279998779297
0.04468220844864845,76,28999,
0.030768705531954765,76,29049,
0.02938520535826683,76,29099,
0.02749132551252842,76,29149,
0.0408836230635643,76,29199,
0.024804573506116867,76,29249,
0.033541642129421234,76,29299,
,76,29336,3.567729949951172
0.03093627467751503,77,29349,
0.02142529934644699,77,29399,
0.0318114273250103,77,29449,
0.04056625813245773,77,29499,
0.029227502644062042,77,29549,
0.02903788536787033,77,29599,
0.03429445996880531,77,29649,
0.03634220361709595,77,29699,
,77,29717,3.5807158946990967
0.021542876958847046,78,29749,
0.03314648196101189,78,29799,
0.022547412663698196,78,29849,
0.03254768252372742,78,29899,
0.020166926085948944,78,29949,
0.023616565391421318,78,29999,
0.050401363521814346,78,30049,
,78,30098,3.5623419284820557
0.02554566040635109,79,30099,
0.022933024913072586,79,30149,
0.02579914778470993,79,30199,
0.014432964846491814,79,30249,
0.027511311694979668,79,30299,
0.029431218281388283,79,30349,
0.022593967616558075,79,30399,
0.022954154759645462,79,30449,
,79,30479,3.595907211303711
0.021902380511164665,80,30499,
0.0328073613345623,80,30549,
0.023841453716158867,80,30599,
0.017951007932424545,80,30649,
0.02274955064058304,80,30699,
0.02691846899688244,80,30749,
0.02082153595983982,80,30799,
0.028037013486027718,80,30849,
,80,30860,3.6277248859405518
0.022001607343554497,81,30899,
0.02172965556383133,81,30949,
0.024849258363246918,81,30999,
0.018522821366786957,81,31049,
0.02827632613480091,81,31099,
0.027699843049049377,81,31149,
0.02784297801554203,81,31199,
,81,31241,3.6173248291015625
0.022134657949209213,82,31249,
0.0312451533973217,82,31299,
0.02972153015434742,82,31349,
0.02179994061589241,82,31399,
0.03808962553739548,82,31449,
0.03475537523627281,82,31499,
0.017417071387171745,82,31549,
0.025100048631429672,82,31599,
,82,31622,3.6688177585601807
0.020459938794374466,83,31649,
0.037441547960042953,83,31699,
0.03461604565382004,83,31749,
0.018952978774905205,83,31799,
0.03145543858408928,83,31849,
0.019891979172825813,83,31899,
0.034474097192287445,83,31949,
0.026812491938471794,83,31999,
,83,32003,3.6752445697784424
0.027779918164014816,84,32049,
0.028668394312262535,84,32099,
0.01606842316687107,84,32149,
0.01578921638429165,84,32199,
0.02764127403497696,84,32249,
0.020924856886267662,84,32299,
0.02220742590725422,84,32349,
,84,32384,3.6004772186279297
0.026947444304823875,85,32399,
0.053847815841436386,85,32449,
0.01833472028374672,85,32499,
0.01754401996731758,85,32549,
0.015280008316040039,85,32599,
0.027647344395518303,85,32649,
0.02483305335044861,85,32699,
0.01663847081363201,85,32749,
,85,32765,3.692880868911743
0.018693242222070694,86,32799,
0.02281256578862667,86,32849,
0.022009417414665222,86,32899,
0.026927312836050987,86,32949,
0.02602626197040081,86,32999,
0.018559234216809273,86,33049,
0.026589859277009964,86,33099,
,86,33146,3.6911234855651855
0.013047043234109879,87,33149,
0.02909533865749836,87,33199,
0.022100327536463737,87,33249,
0.012289001606404781,87,33299,
0.016277559101581573,87,33349,
0.01675698533654213,87,33399,
0.016012152656912804,87,33449,
0.03933202847838402,87,33499,
,87,33527,3.697801113128662
0.015487872995436192,88,33549,
0.01614478975534439,88,33599,
0.01606292463839054,88,33649,
0.01508108340203762,88,33699,
0.017482087016105652,88,33749,
0.025312453508377075,88,33799,
0.02341189607977867,88,33849,
0.029835142195224762,88,33899,
,88,33908,3.6633551120758057
0.013401012867689133,89,33949,
0.016047580167651176,89,33999,
0.020982010290026665,89,34049,
0.032300468534231186,89,34099,
0.017893357202410698,89,34149,
0.03186468780040741,89,34199,
0.013317786157131195,89,34249,
,89,34289,3.794846773147583
0.027063636109232903,90,34299,
0.013209107331931591,90,34349,
0.022810129448771477,90,34399,
0.023417217656970024,90,34449,
0.018638091161847115,90,34499,
0.017214711755514145,90,34549,
0.017377939075231552,90,34599,
0.014232069253921509,90,34649,
,90,34670,3.747410297393799
0.011400547809898853,91,34699,
0.01742851547896862,91,34749,
0.012642642483115196,91,34799,
0.020780183374881744,91,34849,
0.015392054803669453,91,34899,
0.015210580080747604,91,34949,
0.03351947292685509,91,34999,
0.01736583188176155,91,35049,
,91,35051,3.7315990924835205
0.04024595767259598,92,35099,
0.011646403931081295,92,35149,
0.010856039822101593,92,35199,
0.01777336560189724,92,35249,
0.027408627793192863,92,35299,
0.015822695568203926,92,35349,
0.027849754318594933,92,35399,
,92,35432,3.7272210121154785
0.0209965780377388,93,35449,
0.041514765471220016,93,35499,
0.01121211051940918,93,35549,
0.022085091099143028,93,35599,
0.027336837723851204,93,35649,
0.022569626569747925,93,35699,
0.01570557989180088,93,35749,
0.018601877614855766,93,35799,
,93,35813,3.7629897594451904
0.03138060122728348,94,35849,
0.012733830139040947,94,35899,
0.018177177757024765,94,35949,
0.016142426058650017,94,35999,
0.024286450818181038,94,36049,
0.01574399508535862,94,36099,
0.015001093968749046,94,36149,
,94,36194,3.7838377952575684
0.010725901462137699,95,36199,
0.013467954471707344,95,36249,
0.01654183119535446,95,36299,
0.019125334918498993,95,36349,
0.04360465705394745,95,36399,
0.017927303910255432,95,36449,
0.018586397171020508,95,36499,
0.012466960586607456,95,36549,
,95,36575,3.7731192111968994
0.017681103199720383,96,36599,
0.014962867833673954,96,36649,
0.015561782754957676,96,36699,
0.01908731646835804,96,36749,
0.02421615831553936,96,36799,
0.021985111758112907,96,36849,
0.02616179920732975,96,36899,
0.025124523788690567,96,36949,
,96,36956,3.7948734760284424
0.01470843143761158,97,36999,
0.02421540580689907,97,37049,
0.011394791305065155,97,37099,
0.019465593621134758,97,37149,
0.0240671057254076,97,37199,
0.01258926559239626,97,37249,
0.01872279681265354,97,37299,
,97,37337,3.791377544403076
0.01487894169986248,98,37349,
0.024447500705718994,98,37399,
0.02355995401740074,98,37449,
0.027390919625759125,98,37499,
0.014829223044216633,98,37549,
0.02318558841943741,98,37599,
0.015906045213341713,98,37649,
0.02302335388958454,98,37699,
,98,37718,3.7828121185302734
0.013893897645175457,99,37749,
0.01840653456747532,99,37799,
0.0125586511567235,99,37849,
0.014500618912279606,99,37899,
0.018085064366459846,99,37949,
0.01885814778506756,99,37999,
0.021155528724193573,99,38049,
0.019160369411110878,99,38099,
,99,38099,3.839808940887451
0.02497408352792263,100,38149,
0.012282836250960827,100,38199,
0.016593635082244873,100,38249,
0.013888036832213402,100,38299,
0.01237459946423769,100,38349,
0.015317915007472038,100,38399,
0.03539331629872322,100,38449,
,100,38480,3.791748523712158
0.011524400673806667,101,38499,
0.01701737567782402,101,38549,
0.021978624165058136,101,38599,
0.025643065571784973,101,38649,
0.011569551192224026,101,38699,
0.019816629588603973,101,38749,
0.018574584275484085,101,38799,
0.017998501658439636,101,38849,
,101,38861,3.7986814975738525
0.024453964084386826,102,38899,
0.014368532225489616,102,38949,
0.01350355613976717,102,38999,
0.018195684999227524,102,39049,
0.021722497418522835,102,39099,
0.013742754235863686,102,39149,
0.028646985068917274,102,39199,
,102,39242,3.8347649574279785
0.00850045494735241,103,39249,
0.014021865092217922,103,39299,
0.018338041380047798,103,39349,
0.01831318810582161,103,39399,
0.022531621158123016,103,39449,
0.014984402805566788,103,39499,
0.031428173184394836,103,39549,
0.017569666728377342,103,39599,
,103,39623,3.8393473625183105
0.021960383281111717,104,39649,
0.018742671236395836,104,39699,
0.027739061042666435,104,39749,
0.022262873128056526,104,39799,
0.011335332877933979,104,39849,
0.012771563604474068,104,39899,
0.016187801957130432,104,39949,
0.013401644304394722,104,39999,
,104,40004,3.8344693183898926
0.014497791416943073,105,40049,
0.013462393544614315,105,40099,
0.007618247997015715,105,40149,
0.014824907295405865,105,40199,
0.013909446075558662,105,40249,
0.024167414754629135,105,40299,
0.020697837695479393,105,40349,
,105,40385,3.856761932373047
0.02927224338054657,106,40399,
0.01784496195614338,106,40449,
0.008246103301644325,106,40499,
0.01197323203086853,106,40549,
0.019771911203861237,106,40599,
0.019782623276114464,106,40649,
0.03039426915347576,106,40699,
0.00818871520459652,106,40749,
,106,40766,3.8406429290771484
0.014009218662977219,107,40799,
0.011626495979726315,107,40849,
0.01440429501235485,107,40899,
0.0171193890273571,107,40949,
0.011591626331210136,107,40999,
0.011859170161187649,107,41049,
0.019196074455976486,107,41099,
,107,41147,3.8780760765075684
0.01057916134595871,108,41149,
0.01192497555166483,108,41199,
0.008386461064219475,108,41249,
0.014452541247010231,108,41299,
0.0094826128333807,108,41349,
0.019278958439826965,108,41399,
0.020908234640955925,108,41449,
0.014758510515093803,108,41499,
,108,41528,3.8591084480285645
0.010317050851881504,109,41549,
0.012261230498552322,109,41599,
